Role,Tags,Additional,Salary,Locations
Python Developer,"[' Python', ' Django', ' Git', ' REST', ' Docker', ' English', ' Team player', ' Communication skills', ' Critical thinking', ' Problem solving', ' Proactivity', ' PostgreSQL', ' Flask', ' Celery', ' Redis', ' MongoDB', ' Kubernetes', ' Google Cloud', ' Unit test', ' MySQL']","{' Job profile ': ' Mainly new features ', ' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' Yes ', ' Part time work ': ' No ', ' Remote possible ': ' Yes (1 day a week) ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' some ', ' Freedom to choose tools ': ' No '}", 12000 PLN , Warsaw 
Consultant Help Desk,"[' Team player', ' Communication skills', ' Building relationships', ' Presentation skills', ' Analytical skills', ' Organizational skills', ' Critical thinking', ' Problem solving', ' Proactivity', ' Creativity', ' Self-reliance', ' Sales skills', ' SQL', ' Negotiation skills', ' Driving license', ' English']","{' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' Yes ', ' Part time work ': ' No ', ' Remote possible ': ' Yes (1 day a week) ', ' Flexible hours ': ' No ', ' Travel involved ': ' some ', ' Freedom to choose tools ': ' No '}", 2600 - 5000 PLN , Gliwice 
Manual Test Engineer,"[' Selenium', ' English', ' Team player', ' Communication skills', ' Java', ' Python']","{' Job profile ': ' Mainly customer support ', ' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' Yes ', ' Part time work ': ' No ', ' Remote possible ': ' No ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' No ', ' Freedom to choose tools ': ' No '}", 6000 - 10000 PLN , Warszawa 
Fullstack .NET Developer,"[' .NET', ' SQL Server', ' Angular', ' TypeScript', ' C#', ' ASP.NET Core', ' HTML5', ' SASS', ' Bootstrap', ' Flexbox', ' English', ' Azure', ' Docker', ' Kubernetes', ' SOA', ' Elastic Search', ' CQRS']","{' Job profile ': ' Mainly new features ', ' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' No ', ' Part time work ': ' No ', ' Remote possible ': ' Yes (1 day a week) ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' some ', ' Relocation package ': ' Yes ', ' Freedom to choose tools ': ' Yes '}", 13000 - 18000 PLN , Gdańsk 
DevOps Engineer,"[' Shell', ' Git', ' Azure', ' English', ' Linux', ' Docker', ' Ansible', ' Puppet', ' Terraform', ' Nginx', ' Chef', ' Vagrant', ' Continuous Integration Tools (Jenkins or Azure DevOps)', ' Kubernetes', ' Team player', ' Communication skills']","{' Job profile ': ' Mainly new features ', ' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' Yes ', ' Part time work ': ' No ', ' Remote possible ': ' Yes (1 day a week) ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' some ', ' Relocation package ': ' Yes ', ' Freedom to choose tools ': ' No '}", 7500 - 12500 PLN , Cracow 
Big Data QA Automation,"[' SQL', ' Relational databases', ' Functionality testing', ' End to end tests', ' Team player', ' Communication skills', ' Problem solving', ' Bug management', ' Python', ' NoSQL databases', ' Big Data Technologies']","{' Job profile ': ' Mainly bugs fixing ', ' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' Yes ', ' Part time work ': ' No ', ' Remote possible ': ' Yes (1 day a week) ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' No ', ' Relocation package ': ' Yes ', ' Freedom to choose tools ': ' Yes '}", 5000 - 7500 PLN ," Bydgoszcz, Szczecin, Warszawa "
Test Automation Engineer,"[' Selenium', ' Java', ' Jenkins', ' SoapUI', ' Windows', ' XML', ' test automation', ' cucumber', ' English', ' agile', ' SQL', ' JIRA', ' git']","{' Job profile ': ' Mainly new features ', ' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' No ', ' Part time work ': ' No ', ' Remote possible ': ' Yes (1 day a week) ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' No ', ' Freedom to choose tools ': ' No '}", 12000 - 18000 PLN ," Krakow, Rzeszów "
PHP Developer  - Typo3,"[' PHP', ' MySQL', ' Git', ' REST', ' typo3', ' Symfony', ' Problem solving']","{' Job profile ': ' Mainly new features ', ' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' Yes ', ' Part time work ': ' No ', ' Remote possible ': ' Yes (1 day a week) ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' No ', ' Freedom to choose tools ': ' No '}", 10000 - 12000 PLN , Warszawa 
Fullstack Java Engineer,"[' Java', ' Spring', ' Hibernate', ' REST', ' Angular', ' Java 11', ' Git', ' Maven', ' JavaScript', ' HTML', ' CSS']","{' Job profile ': ' Mainly new features ', ' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' Yes ', ' Part time work ': ' No ', ' Remote possible ': ' Yes (1 day a week) ', ' Flexible hours ': ' No ', ' Travel involved ': ' No ', ' Freedom to choose tools ': ' No '}", 13000 - 16000 PLN , Warszawa 
Backend Developer,"[' C++', ' Linux', ' English', ' Go', ' Neural']","{' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' Yes ', ' Part time work ': ' No ', ' Remote possible ': ' No ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' some ', ' Freedom to choose tools ': ' Yes '}", 18000 - 30000 PLN , Warsaw 
Junior Salefsforce / Fullstack Developer,"[' Java', ' Git', ' HTML', ' CSS', ' English', ' Team player', ' Communication skills', ' Critical thinking', ' Problem solving', ' Proactivity', ' JavaScript', ' React', ' Node']","{' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' Yes ', ' Part time work ': ' No ', ' Remote possible ': ' Yes (1 day a week) ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' No ', ' Freedom to choose tools ': ' No '}", 3500 - 5500 PLN ," Warszawa, Wrocław, Poznań "
Senior Solution Engineer- Cloud,"[' Cloud', ' Big data', ' English', ' Communication skills', ' Java', ' Python', ' C++', ' GO', ' Ruby', ' AI', ' ML', ' Polish', ' Problem solving']","{' Job profile ': ' Mainly new features ', ' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' Yes ', ' Part time work ': ' No ', ' Remote possible ': ' Yes (1 day a week) ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' No ', ' Freedom to choose tools ': ' Yes '}", 17000 - 18400 PLN , Warszawa 
Junior IT Support Specialist,"[' Linux', ' Windows', ' Microsoft Office 365', ' English', ' Polish', ' Python', ' IaaS', ' German']","{' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' B2B - No  +1 ', ' Part time work ': ' No ', ' Remote possible ': ' Yes (1 day a week) ', ' Flexible hours ': ' No ', ' Travel involved ': ' No ', ' Freedom to choose tools ': ' Yes '}", 4000 - 5000 PLN , Warszawa 
Platform Engineer (Devops),"[' Linux', ' Python', ' AWS', ' Git', ' Jira', ' English', ' Docker', ' Ansible', ' Perl', ' Bash', ' Kubernetes', ' OpenShift', ' KVM']","{' Job profile ': ' Mainly new features ', ' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' Yes ', ' Part time work ': ' No ', ' Remote possible ': ' Yes (1 day a week) ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' No ', ' Freedom to choose tools ': ' Yes '}", 10000 - 16000 PLN , Krakow 
Magento Developer - Mid level,"[' PHP', ' Git', ' SQL', ' Polish', ' Team player', ' Communication skills', ' Critical thinking', ' Problem solving', ' Symfony', ' REST', ' Magento', ' RabbitMQ', ' Soap', ' English', ' commitment', ' logical thinking and action']","{' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' Yes ', ' Part time work ': ' No ', ' Remote possible ': ' Fully remote ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' No ', ' Freedom to choose tools ': ' Yes '}", 7000 - 11000 PLN , Kraków 
Fullstack Java Engineer,"[' Java', ' Spring', ' Hibernate', ' Java EE', ' JavaScript', ' Angular', ' HTML', ' CSS', ' jQuery', ' JBoss', ' REST API', ' Oracle', ' Polish', ' Team player', ' Communication skills', ' Problem solving', ' Groovy', ' Ajax', ' CI/CD', ' SCRUM', ' Proactivity']","{' Job profile ': ' Mainly new features ', ' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' No ', ' Part time work ': ' No ', ' Remote possible ': ' Yes (1 day a week) ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' No ', ' Freedom to choose tools ': ' Yes '}", 650 - 900 PLN , Warszawa 
Senior/Lead MS SQL Developer,"[' T-SQL', ' MS SQL', ' Database', ' Python', ' SQL Server', ' sql', ' docker', ' git', ' English', ' Leadership skills', ' Oracle DB', ' bamboo']","{' Job profile ': ' Mainly new features ', ' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' No ', ' Part time work ': ' No ', ' Remote possible ': ' Yes (1 day a week) ', ' Flexible hours ': ' No ', ' Travel involved ': ' No ', ' Freedom to choose tools ': ' No '}", 100 - 134 PLN , Gdańsk 
Customer Support Specialist,"[' SQL', ' Windows', ' Microsoft', ' Communication skills', ' German', ' Active Directory', ' Windows Server', ' Security', ' English', ' Critical thinking', ' Problem solving']","{' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' Yes ', ' Part time work ': ' No ', ' Remote possible ': ' No ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' some ', ' Freedom to choose tools ': ' No '}", 5550 - 6500 PLN , Chorzów 
Mid/Senior Front-end Developer,"[' JavaScript', ' jQuery', ' React', ' CSS', ' HTML', ' redux', ' Team player', ' Communication skills', ' Angular', ' vue.js', ' AWS/Azure', ' chai/mocca', ' English']","{' Job profile ': ' Mainly new features ', ' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' B2B - No  +1 ', ' Part time work ': ' No ', ' Remote possible ': ' Yes (2 days a week) ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' No ', ' Freedom to choose tools ': ' No '}", 900 - 1300 PLN , Kraków 
Senior Python Developer,"[' Python', ' Django', ' Linux', ' PostgreSQL', ' REST', ' Docker', ' MongoDB', ' English', ' Polish', ' Team player', ' Communication skills', ' Problem solving', ' Proactivity', ' Kubernetes', ' Javascript']","{' Job profile ': ' Mainly new features ', ' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' Yes ', ' Part time work ': ' No ', ' Remote possible ': ' Yes (2 days a week) ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' some ', ' Freedom to choose tools ': ' Yes '}", 15000 - 19000 PLN ," Gdynia, Sopot, Gdańsk, Trójmiasto "
Talent Lab Process Automation Developer,"[' familiar with software development (C, C++ or Java)', ' acquainted with processes analysis', ' experienced in presenting data (MS Excel, Power BI, etc...', ' English', ' Team player', ' Communication skills', ' Critical thinking', ' Problem solving', ' Proactivity', ' focused on improvements and data quality']","{' Job profile ': ' Mainly new features ', ' Start ': ' 2020-07-02 ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' No ', ' Part time work ': ' No ', ' Remote possible ': ' No ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' No ', ' Freedom to choose tools ': ' No '}", 25 - 30 PLN , Warszawa 
Azure Developer,"[' ETL', ' Azure Analysis Services', ' Azure Databricks', ' Azure SQL DB', ' Azure Data Factory', ' Azure Storage', ' Data Warehouse', ' T-SQL', ' Linux', ' GCP']","{' Job profile ': ' Mainly new features ', ' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' No ', ' Part time work ': ' No ', ' Remote possible ': ' Yes (2 days a week) ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' No ', ' Freedom to choose tools ': ' Yes '}", 120 - 170 PLN ," Warszawa, Lublin "
Senior Frontend (Angular) Developer,"[' JavaScript', ' Git', ' TypeScript', ' ECMAScript', ' REST', ' jQuery', ' Grunt', ' Angular', ' CSS', ' HTML', ' webpack', ' Less', ' Protractor', ' English', ' Team player', ' Communication skills', ' Proactivity', ' Express.js', ' React', ' Sass', ' gulp', ' vue.js', ' Jasmine', ' Karma', ' Leadership skills', ' Critical thinking', ' Problem solving']","{' Job profile ': ' Mainly new features ', ' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' No ', ' Part time work ': ' No ', ' Remote possible ': ' No ', ' Flexible hours ': ' No ', ' Travel involved ': ' No ', ' Freedom to choose tools ': ' No '}", 16000 - 23000 PLN , Warsaw 
Senior Data Scientist,"[' data science', ' big data', ' NumPy', ' python', ' sql', ' machine learning', ' AI', ' Analytical skills', ' English', ' Problem solving']","{' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' No ', ' Part time work ': ' No ', ' Remote possible ': ' No ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' some ', ' Freedom to choose tools ': ' No '}", 14000 - 18000 PLN , Warszawa 
BI Developer,"[' SQL', ' ETL', ' Oracle DB', ' Tableau', ' Power BI', ' English', ' Polish', ' Agile (Scrum/Kanban)', ' SAS GL4', ' Informatica Power Center', ' Jira', ' GIT', ' Financial/Banking experience']","{' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' No ', ' Part time work ': ' No ', ' Remote possible ': ' Yes (1 day a week) ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' No ', ' Freedom to choose tools ': ' No '}", 15000 - 21000 PLN ," Warsaw, Wrocław "
JavaScript Developer,"[' JavaScript', ' REST', ' Angular', ' React', ' English', ' Polish', ' TypeScript', ' Node.Js', ' GraphQL', ' GCP/AWS']","{' Job profile ': ' Mainly customer support ', ' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' Yes ', ' Part time work ': ' No ', ' Remote possible ': ' Yes (1 day a week) ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' No ', ' Freedom to choose tools ': ' No '}", 14000 - 19000 PLN , Kraków 
QA Engineer,"[' Selenium', ' SQL', ' Communication skills', ' Problem solving', ' Java', ' JIRA', ' REST', ' Linux', ' SoapUI', ' Docker', ' Postman', ' Team player']","{' Job profile ': ' Mainly bugs fixing ', ' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' Yes ', ' Part time work ': ' No ', ' Remote possible ': ' Yes (1 day a week) ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' No ', ' Freedom to choose tools ': ' No '}", 3690 - 7380 PLN , Ruda ślaska 
Python Engineer,"[' Python', ' Linux', ' Git', ' Docker', ' AWS', ' SQL or NoSQL', ' English', ' Openness to new technologies', ' Independence', ' Taking Ownership', ' Proactive mindset', ' Team player attitude', ' Security mindset']","{' Job profile ': ' Mainly new features ', ' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' Yes ', ' Part time work ': ' No ', ' Remote possible ': ' Yes (3 days a week) ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' some ', ' Freedom to choose tools ': ' Yes '}", 7700 - 14800 PLN , Poznań 
Storage & Cloud Engineer,"[' Linux', ' Shell', ' Azure', ' Netapp', ' HPE', ' Veeam', ' English', ' Polish', ' Team player', ' Communication skills', ' Problem solving', ' EMC Networker', ' Docker', ' AWS', ' Virtualization']","{' Job profile ': ' Mainly customer support ', ' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' Yes ', ' Part time work ': ' No ', ' Remote possible ': ' No ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' No ', ' Freedom to choose tools ': ' No '}", 11000 - 15000 PLN , Wrocław 
Senior DevOps Engineer,"[' Linux', ' Docker', ' Shell', ' Git', ' Apache', ' Azure', ' English', ' Team player', ' Python', ' Jenkins', ' Nginx', ' Virtualization', ' Communication skills', ' Critical thinking', ' Problem solving']","{' Job profile ': ' Mainly new features ', ' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' Yes ', ' Part time work ': ' No ', ' Remote possible ': ' Yes (2 days a week) ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' some ', ' Freedom to choose tools ': ' No '}", 7500 - 15000 PLN ," Warsaw, Zielona góra "
Senior ETL Developer,"[' SQL', ' ETL', ' English', ' Critical thinking', ' Problem solving']","{' Job profile ': ' Mainly new features ', ' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' No ', ' Part time work ': ' No ', ' Remote possible ': ' Yes (3 days a week) ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' No ', ' Freedom to choose tools ': ' No '}", 130 PLN ," Warszawa, Kraków, Gdańsk "
Mobile Tech Lead,"[' Swift', ' Android', ' Objective-C', ' Java', ' ios', ' Degree in Computer Science', ' System Design', ' Software Architecture', ' English', ' Team player', ' Communication skills', ' Leadership skills', ' Problem solving', ' Proactivity', ' Managing teams']","{' Job profile ': ' Mainly new features ', ' Start ': ' 2020-05-04 ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' Yes ', ' Part time work ': ' No ', ' Remote possible ': ' Yes (1 day a week) ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' some ', ' Freedom to choose tools ': ' Yes ', ' mobile phone reimbursement ': None}", 15000 - 19000 PLN , Krakow 
Java Engineer,"[' Java', ' Spring', ' SQL', ' JBoss', ' Jenkins']","{' Job profile ': ' Mainly new features ', ' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' B2B - No  +1 ', ' Part time work ': ' No ', ' Remote possible ': ' Yes (1 day a week) ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' No ', ' Freedom to choose tools ': ' No '}", 700 - 900 PLN , Bydgoszcz 
FullStack .Net Developer,"[' .NET', ' MVC', ' Angular', ' HTML', ' CSS', ' web API', ' microservices', ' c#', ' .net core', ' ddd', ' Scrum']","{' Job profile ': ' Mainly new features ', ' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' No ', ' Part time work ': ' No ', ' Remote possible ': ' No ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' some ', ' Relocation package ': ' Yes  (2000 PLN) ', ' Freedom to choose tools ': ' No '}", 18500 - 23500 PLN , Warsaw 
