job_type,experience,role,industry,company_size,company_type,salary,remote,location,tags
Full-time,"Senior, Lead","Product Manager, System Administrator","Cloud Services, Information Technology",10k+ people,Public,None,None,"Boston,MA","['java', 'c#', 'j2ee', 'spring', 'amazon-web-services', 'sysadmin']"
Full-time,"Mid-Level, Senior","DevOps, System Administrator","Cloud Computing, Cloud Services, Enterprise Web Solutions",51–200 people,Private,None,Remote,Noofficelocation,[]
Full-time,None,Embedded Developer,None,None,None,None,None,"MilfordCharterTownship,MI","['c++', 'c', 'embedded']"
Full-time,"Mid-Level, Senior",DevOps,"Big Data, Telecommunications",201–500 people,Private,None,None,"LittleRock,AR","['linux', 'devops', 'python', 'aws']"
Full-time,Student,Graphics/Game Developer,"Agile Software Development, Autonomous Driving, Robotics",11–50 people,Private,None,None,"Karlsruhe,Deutschland","['c++', 'c', 'qt', 'scrum', 'oop']"
Full-time,None,Backend Developer,None,None,None,None,None,"Noida,India","['javascript', 'reactjs', 'rest']"
Full-time,"Junior, Mid-Level, Senior","DevOps, System Administrator","Aerospace, Internet Infrastructure",5k–10k people,Private,None,None,"Redmond,WA","['python', 'automation', 'linux', 'kubernetes', 'devops']"
Full-time,None,Backend Developer,None,None,None,None,None,"Bengaluru,India","['php', 'ruby', 'python']"
Full-time,None,Full Stack Developer,None,None,None,None,None,"Noida,India","['php', 'mysql', 'zend-framework']"
Full-time,None,Mobile Developer,"Machine Learning, Mobile, Software Development / Engineering",10k+ people,Public,None,None,"TelAviv-Yafo,Israel","['android', 'java', 'spring', 'swing']"
Full-time,"Mid-Level, Senior, Lead","Backend Developer, Full Stack Developer",None,None,None,$40k - 140k (US Dollars),None,"Moscow,Russia",['java']
Contract,Mid-Level,"Product Manager, QA/Test Developer","Business Intelligence, Governance,  Risk,  and Compliance, Project Management",11–50 people,Private,$65k - 75k (US Dollars),None,"Baltimore,MD","['project-management', 'testing', 'automated-tests', 'uat']"
Full-time,Mid-Level,DevOps,"Data & Analytics, Financial Technology, SaaS",11–50 people,Private,£45k - 50k (British Pounds),None,"Brighton,UK","['azure', 'powershell', 'angular', '.net-core', 'mysql']"
Internship,None,Data Scientist,"Banking, Finance, Financial Technology",1k–5k people,None,None,None,"Nürnberg,Deutschland","['html', 'java', 'javascript', 'css', 'statistics']"
Full-time,None,Frontend Developer,None,None,None,None,None,"Bengaluru,India","['user-interface', 'node.js', 'java']"
Full-time,"Junior, Mid-Level, Senior",Full Stack Developer,"Artificial Intelligence, Digital Marketing, SaaS",501–1k people,Private,None,None,"Berlin,Germany",['php']
Full-time,Mid-Level,Backend Developer,None,None,None,None,None,"Erfurt,Deutschland","['java', 'python', 'sql', 'java-ee-6']"
Full-time,None,Frontend Developer,None,None,None,None,None,"Indore,India","['php', 'javascript', 'jquery']"
Full-time,"Junior, Mid-Level",Database Administrator,"Big Data, Enterprise Software, Security",51–200 people,VC Funded,£40k - 45k (British Pounds),None,"London,UK","['linux', 'java', 'aws', 'hadoop', 'etl']"
Full-time,"Mid-Level, Senior",Mobile Developer,"Data Science, Events, Information Technology",201–500 people,Private,None,None,"Dublin,Ireland","['kotlin', 'java', 'tdd', 'maven', 'agile']"
Full-time,None,DevOps,"Computer Software, Data & Analytics",1k–5k people,Private,None,None,"London,UK","['python', 'azure-devops', 'amazon-web-services', 'terraform']"
Full-time,Mid-Level,Mobile Developer,None,None,None,None,None,"Vilnius,Lithuania","['ios', 'objective-c', 'iphone', 'swift']"
Full-time,Mid-Level,Frontend Developer,"Energy & Utilities, Green Energy, Smart Home",10k+ people,Private,£45k - 60k (British Pounds),None,"Croydon,UK","['reactjs', 'amazon-web-services', 'typescript']"
Full-time,None,"Full Stack Developer, Mobile Developer",None,None,None,None,None,"Mumbai,India","['angularjs', 'ios', 'android']"
Full-time,None,DevOps,None,None,None,None,None,"Hyderabad,India","['hadoop', 'bigdata', 'java']"
Full-time,None,Full Stack Developer,None,None,None,None,None,"JerseyCity,NJ","['java', 'python', 'sql']"
Full-time,"Junior, Mid-Level, Senior",Graphics/Game Developer,None,None,None,€38k - 60k (Euros),None,"Berlin,Deutschland","['c#', 'java', 'opengl', 'multi-touch', 'user-interface']"
Full-time,None,Frontend Developer,None,None,None,None,None,"Secunderabad,India","['php', 'wordpress', 'twitter-bootstrap']"
Full-time,"Junior, Mid-Level, Senior","Full Stack Developer, Mobile Developer","Mobile Development, Product Development, Web Development",11–50 people,Private,None,None,"Washington,DC","['ruby-on-rails', 'javascript', 'swift', 'mongodb', 'vue.js']"
Full-time,None,Product Manager,None,None,None,None,None,"Lucknow,India","['php', 'project-management', 'wordpress']"
Full-time,None,Product Manager,None,None,None,None,None,"Noida,India","['php', 'project-management', 'design']"
Full-time,None,QA/Test Developer,Financial Services,10k+ people,Public,None,None,"Chicago,IL","['qa', 'sql', 'selenium']"
Full-time,Junior,Frontend Developer,"IT Consulting, Software Development",11–50 people,Private,None,On-siteandlimitedremote,"Fairfax,VA",[]
Full-time,Senior,"Database Administrator, Data Scientist",None,None,None,$130k - 140k (US Dollars),Remote,Noofficelocation,"['ruby', 'machine-learning', 'etl', 'amazon-redshift', 'javascript']"
Full-time,None,QA/Test Developer,"Enterprise Software, Payroll, Technology Staffing",1k–5k people,Public,None,None,"OklahomaCity,OK","['qa', 'testing', 'automated-tests']"
Full-time,None,Mobile Developer,None,None,None,None,None,"Chennai,India","['php', 'html', 'html5']"
Full-time,None,DevOps,None,None,None,None,None,"München,Deutschland","['azure', 'c#', 'continuous-integration']"
Full-time,None,Mobile Developer,None,None,None,None,None,"Ahmedabad,India","['reactjs', 'ios', 'iphone']"
Full-time,None,Mobile Developer,None,None,None,None,None,"Pune,India","['cocoa', 'ios', 'iphone']"
Full-time,None,Full Stack Developer,"Cloud Services, Customer Experience Management, Enterprise Software",10k+ people,Public,None,None,"Sofia,Bulgaria","['python', 'cloud', 'javascript']"
Full-time,"Senior, Manager",QA/Test Developer,"Electronics, Manufacturing, Software Development / Engineering",5k–10k people,Private,None,None,"Dornbirn,Österreich","['testing', 'automated-tests', 'c#', 'java']"
Full-time,"Mid-Level, Senior","Frontend Developer, Full Stack Developer","Artificial Intelligence, Robotics, Software Development",11–50 people,Private,€45k - 55k (Euros),None,"Wien,Austria","['javascript', 'node.js', 'vue.js', 'angularjs', 'reactjs']"
Full-time,None,DevOps,None,None,None,None,None,"Bengaluru,India","['hadoop', 'amazon-web-services', 'linux']"
Full-time,None,Mobile Developer,None,None,None,None,None,"Kyoto,Japan","['android', 'ios', 'mobile']"
Full-time,None,Frontend Developer,None,None,None,None,None,"Noida,India","['php', 'ajax', 'jquery']"
Full-time,"Senior, Lead, Manager","Frontend Developer, Full Stack Developer","E-Commerce, SaaS, Web Technology",501–1k people,Private,None,None,"Hamburg,Deutschland","['php', 'laravel', 'javascript', 'vue.js', 'reactjs']"
Full-time,None,Mobile Developer,None,None,None,None,None,"ShinagawaCity,Japan","['ruby', 'ruby-on-rails', 'android']"
Full-time,Junior,Full Stack Developer,"Business Process Optmization, Enterprise Software, Information Technology",10k+ people,Public,€12k - 18k (Euros),None,"Beograd,Serbia","['java', 'oop', 'spring']"
Full-time,None,Frontend Developer,None,None,None,None,None,"Chennai,India","['php', 'jquery', 'javascript']"
Full-time,None,Backend Developer,None,None,None,None,Remote,"Austin,TX",[]
Full-time,None,Mobile Developer,None,None,None,None,None,"Osaka,Japan","['java', 'objective-c', 'c']"
Full-time,"Mid-Level, Senior",DevOps,"Artificial Intelligence, Computational Biochemistry, Machine Learning",51–200 people,VC Funded,None,None,"SanFrancisco,CA","['amazon-web-services', 'cloud', 'mesos', 'terraform', 'ansible']"
Full-time,"Mid-Level, Senior",Full Stack Developer,None,None,None,None,Remote,Noofficelocation,[]
Full-time,Senior,Full Stack Developer,"3D Models, Indoor Navigation, Software Development / Engineering",51–200 people,VC Funded,None,None,"München,Germany","['java', 'typescript', 'spring', 'angular', 'amazon-web-services']"
Full-time,None,Backend Developer,None,None,None,None,None,"Ahmedabad,India","['reactjs', 'javascript', 'rest']"
Full-time,"Mid-Level, Senior, Lead",Mobile Developer,"Agile Software Development, Mobile Application, Mobile Development",11–50 people,Private,None,None,"Amersfoort,Netherlands","['ios', 'swift', 'objective-c']"
Full-time,None,Database Administrator,None,None,None,None,None,"Kamakura,Japan","['oracle', 'mysql', 'java']"
Full-time,None,Backend Developer,None,None,None,None,None,"Hyderabad,India","['php', 'api', 'design']"
Full-time,"Junior, Mid-Level",Frontend Developer,"Consulting, Financial Services, Software Development / Engineering",11–50 people,VC Funded,$32k - 48k (US Dollars),None,"Lviv,Ukraine","['reactjs', 'javascript', 'node.js']"
Full-time,None,Frontend Developer,None,None,None,None,None,"Bengaluru,India","['javascript', 'c', 'css3']"
Full-time,None,Frontend Developer,None,None,None,None,None,"Mumbai,India","['jquery', 'css', 'html5']"
Full-time,"Mid-Level, Senior",Full Stack Developer,"Agile Software Development, Software Development / Engineering, Web Development",51–200 people,Private,$60k - 120k (US Dollars),None,"FortWaltonBeach,FL","['.net', 'c#', 'javascript', 'vue.js', 'typescript']"
Full-time,"Mid-Level, Senior",Full Stack Developer,"Financial Technology, Machine Learning, Software Development / Engineering",201–500 people,VC Funded,$110k - 150k (US Dollars),None,"Columbus,OH","['reactjs', 'ruby-on-rails', 'javascript', 'amazon-web-services']"
Full-time,"Junior, Mid-Level","Backend Developer, System Administrator",Financial Technology,51–200 people,None,€35k - 42k (Euros),None,"Berlin,Germany","['go', 'ruby', 'backend', 'sysadmin']"
Internship,"Student, Junior",Frontend Developer,"Electronics, Software Development / Engineering, Web Development",51–200 people,Private,None,On-siteandlimitedremote,"München,Deutschland",[]
Full-time,Mid-Level,"Backend Developer, Full Stack Developer","Broadcast, Digital Media, Post-production",51–200 people,Private,None,None,"Basingstoke,UK","['c++', 'json', 'mysql', 'rest', 'qt']"
Full-time,None,Data Scientist,None,None,None,None,None,"Hyderabad,India","['python', 'cloud', 'r']"
Full-time,"Mid-Level, Senior",Data Scientist,"Enterprise Software, Logistics & Distribution, Shipping",11–50 people,Private,$145k - 165k (US Dollars),None,"CulverCity,CA","['python', 'node.js', 'pandas', 'flask', 'snowflake']"
Full-time,"Junior, Senior",DevOps,"Bioinformatics, Biotechnology, Science",51–200 people,Private,€55k - 70k (Euros),None,"Hamburg,Deutschland","['python', 'kubernetes', 'aws', 'nodejs', 'angular']"
Full-time,None,Mobile Developer,None,None,None,None,None,"Chandigarh,India","['reactjs', 'ios', 'android']"
Full-time,Mid-Level,Designer,None,None,None,None,None,"Zürich,Schweiz","['user-experience', 'user-interface', 'design']"
Full-time,"Mid-Level, Senior",DevOps,"IT Consulting, Software Development",201–500 people,Private,None,None,"Zürich,Schweiz","['java', 'spring', 'sql', 'docker', 'kubernetes']"
Full-time,"Mid-Level, Senior, Lead",DevOps,"Cloud Computing, Consulting",51–200 people,Private,€50k - 85k (Euros),On-siteandlimitedremote,"Berlin,Germany",[]
Full-time,Mid-Level,Frontend Developer,None,None,None,None,None,"Düsseldorf,Deutschland","['angularjs', 'javascript', 'css', 'html', 'typescript']"
Full-time,"Mid-Level, Senior",DevOps,"Advertising Technology, Digital Media, E-Commerce",5k–10k people,Private,€75k - 90k (Euros),None,"München,Deutschland","['continuous-integration', 'continuous-delivery', 'salesforce', 'devops', 'unit-testing']"
Full-time,None,Frontend Developer,None,None,None,None,None,"MinatoCity,Japan","['sass', 'javascript', 'coffeescript']"
Full-time,"Mid-Level, Senior",Frontend Developer,"Cloud Services, Green Energy, Software Development / Engineering",11–50 people,Private,None,None,"Zagreb,Kroatien","['reactjs', 'react-native', 'javascript']"
Full-time,Mid-Level,Full Stack Developer,"IT Consulting, Software Development / Engineering, Web Development",51–200 people,Private,None,On-siteandlimitedremote,"TheHague,Netherlands",[]
Full-time,Mid-Level,Backend Developer,"E-Sports, Media, Video Streaming",11–50 people,Private,$35k - 75k (US Dollars),On-siteandlimitedremote,"Teheran-ro,SouthKorea",[]
Full-time,None,Mobile Developer,None,None,None,None,None,"Chennai,India","['reactjs', 'android', 'php']"
Full-time,"Senior, Lead","DevOps, System Administrator","DevOps, Recruiting, Software Development / Engineering",11–50 people,Private,$165k - 250k (US Dollars),On-siteandlimitedremote,"SanFrancisco,CA",[]
Full-time,None,Mobile Developer,None,None,None,None,None,"Chennai,India","['java', 'android', 'ios']"
Full-time,None,Mobile Developer,None,None,None,None,None,"Noida,India","['java', 'android', 'mobile']"
Full-time,Senior,Graphics/Game Developer,"Cloud Computing, Data Science, Software Development",11–50 people,VC Funded,$40k - 120k (US Dollars),Remote,"Kraków,Poland",[]
Full-time,"Mid-Level, Senior",Full Stack Developer,"Financial Services, Financial Technology, Information Technology",1k–5k people,VC Funded,SGD 82k - 155k (Singapore Dollar),None,Singapore,"['java', 'javascript', 'node.js', 'angular', 'reactjs']"
Full-time,"Junior, Mid-Level, Senior",Frontend Developer,"Information Services, Marketplace",51–200 people,VC Funded,€40k - 55k (Euros),None,"Milano,Italy","['react', 'javascript', 'css', 'react-native']"
Full-time,None,Mobile Developer,None,None,None,None,None,"Bengaluru,India","['oop', 'java', 'android']"
Full-time,Senior,Backend Developer,None,None,None,None,On-siteandlimitedremote,"Irving,TX",[]
Full-time,"Junior, Mid-Level, Senior","Frontend Developer, Full Stack Developer","Cybersecurity, Data Science, System Security Engineering",11–50 people,Private,$60k - 130k (US Dollars),On-siteandlimitedremote,"Dayton,OH",[]
Full-time,"Mid-Level, Senior",Frontend Developer,"Logistics & Distribution, Logistics and Supply Chain, SaaS",51–200 people,VC Funded,€35k - 65k (Euros),On-siteandlimitedremote,"Rotterdam,Netherlands",[]
Full-time,"Mid-Level, Senior",Full Stack Developer,"Gambling, Gaming, Software Development / Engineering",1k–5k people,Public,£40k - 50k (British Pounds),None,"Bristol,UK","['python', 'javascript', 'database', 'java', 'c++']"
Full-time,"Mid-Level, Senior",Mobile Developer,Mobile Application,11–50 people,VC Funded,€45k - 75k (Euros),None,"Mannheim,Germany","['ios', 'swift', 'objective-c']"
Full-time,Mid-Level,Product Manager,"apparel, eCommerce, Manufacturing",51–200 people,VC Funded,None,None,"Warwick,RI",['sql']
Full-time,None,Mobile Developer,None,None,None,None,None,"Pune,India","['reactjs', 'web-services', 'android']"
Full-time,"Junior, Mid-Level, Senior",Mobile Developer,"Cloud-Based Solutions, Cryptocurrency, peer to peer",1–10 people,Public,None,Remote,"Koblenz,Deutschland",[]
Full-time,"Mid-Level, Senior, Lead",Backend Developer,"Artificial Intelligence, Computer Software, Healthcare",11–50 people,VC Funded,$140k - 190k (US Dollars),On-siteandlimitedremote,"SanFrancisco,CA",[]
